0.9999993942099611,3.972553106188183e-07,7.157376412142356e-08,3.7245557115684586e-08,2.6526391532874136e-08,2.036695537027946e-08,1.6171884475334578e-08,1.3654646709158494e-08,1.1653057138084522e-08,1.0163881885241245e-08
5.124990129811708e-07,0.9999991442951294,1.4587113166261754e-07,5.919999046610147e-08,3.965091929418691e-08,2.880385994814463e-08,2.195123679319578e-08,1.8111065136151236e-08,1.5130242276250103e-08,1.2985832697457587e-08
3.639294441556996e-08,2.85022502566677e-07,0.9999987941704171,4.966054460897055e-07,1.591360277978386e-07,8.344678677774484e-08,5.1401836883767535e-08,3.823306795250615e-08,2.9348150102323387e-08,2.3731031123142566e-08
1.8370078614638887e-08,6.310421676359248e-08,6.042701943631577e-07,0.9999925561638557,6.197197598570853e-06,2.799467293648628e-07,1.1627833341616626e-07,7.358345098919149e-08,5.0118254744177036e-08,3.746405308187104e-08
1.5965393723700242e-08,4.893568857983513e-08,2.6006551785486405e-07,6.557278939451637e-06,0.9999923925029223,3.951914153787161e-07,1.418179071426542e-07,8.593807468733262e-08,5.682330206458928e-08,4.165804574471539e-08
-5.451274428191765e-10,-4.434499625618932e-10,-3.988001870598757e-10,-3.807717475886166e-10,-3.704300327368246e-10,-3.67109030509407e-10,-3.6989724541401596e-10,-3.7302007111845947e-10,-3.794232449503784e-10,-3.867988602255713e-10
7.90824746025006e-09,2.1059831845821174e-08,4.583764518736622e-08,1.4157732032019796e-07,7.816449095378649e-07,0.9999973680634946,1.0512283298359416e-06,3.2471984328172895e-07,1.5677199597171864e-07,9.461602696001054e-08
5.177072121953397e-09,1.3753111792404034e-08,2.656150593539877e-08,5.556126602531196e-08,1.653593395929052e-07,8.91510854983974e-07,0.9999702464733614,2.7905141559374392e-05,4.70389562157968e-07,2.0922403206312424e-07
5.077132546962671e-09,1.351593790941146e-08,2.582495640452629e-08,5.324000590348326e-08,1.5660576298741458e-07,7.655525742560664e-07,2.799975448799592e-05,0.9999702482052567,5.01693028145887e-07,2.1936096204530877e-07
2.485121198777186e-09,6.857796940370641e-09,1.2899741632846407e-08,2.1106241260980064e-08,4.0387497217840416e-08,8.370855210108833e-08,1.802808437182147e-07,6.509412784761274e-07,0.3750724970133446,0.3788785665961963
