0.9999999677033674,1.3840631290842328e-08,4.707639281895388e-09,2.884448231778422e-09,2.212520963908668e-09,1.8483199907755679e-09,1.6017270580952437e-09,1.4323696708128787e-09,1.3078555115469067e-09,1.2070230407245125e-09,1.1036152889112817e-09
1.6147907376439498e-08,0.9999999116437358,3.2199865636098414e-08,1.0689310360663492e-08,6.979015815748852e-09,5.328790350697108e-09,4.31231464880627e-09,3.6781021117186593e-09,3.2417927569514243e-09,2.897811759704822e-09,2.549449774331478e-09
3.5125665219484527e-09,2.4255417436479398e-08,0.9999995982083693,2.146123111529561e-07,6.106892601234122e-08,3.318217511056154e-08,2.0607790585329655e-08,1.5048390598793576e-08,1.1880955741362814e-08,9.613194767276779e-09,7.402245904318797e-09
2.7954139082120444e-09,1.4443893116792242e-08,1.6616186934512646e-07,0.9999779706390507,2.1640149063936182e-05,9.388371361106133e-08,4.044259050977401e-08,2.6463220256676127e-08,1.936081113498186e-08,1.4590099302895459e-08,1.0371743226888849e-08
2.7829234771852764e-09,1.4233998285188103e-08,1.436459036105829e-07,2.1684467756998138e-05,0.9999779391425487,1.0123235231598762e-07,4.183617238635721e-08,2.704022635937659e-08,1.967410901828274e-08,1.4776162198314393e-08,1.0468127603456537e-08
1.875605851994334e-09,6.602423958923723e-09,2.047999453017143e-08,5.0621941907544577e-08,2.133631591279994e-07,0.9999989710349828,5.211706309541803e-07,1.0672510636377606e-07,5.5088298334539903e-08,3.325667166035711e-08,1.8887137387972307e-08
1.53551863056368e-09,4.780525335717243e-09,1.2274485133230567e-08,2.552918077482057e-08,5.7716372802579055e-08,6.086141987934842e-07,0.9999968941363254,2.1240885332470197e-06,1.8027008134546563e-07,6.325796481375708e-08,2.6766086303405955e-08
1.3538554464885704e-09,3.971380006280626e-09,9.448428716392224e-09,1.8290154384429456e-08,3.889421447749768e-08,1.0723141410087656e-07,2.340895804479069e-06,0.9999963837035496,9.432619067555052e-07,1.1772531157104885e-07,3.408290678532728e-08
1.1194186806382744e-09,3.0488355597269093e-09,6.624113309761071e-09,1.1855779402768907e-08,2.2806570687734342e-08,4.589736101577693e-08,8.354629978435628e-08,1.2218343740438347e-06,0.9999977327861791,8.188819996332081e-07,5.024333583551185e-08
8.81720411778372e-10,2.2551325338150394e-09,4.517547682783498e-09,7.655329860203304e-09,1.3381564247632185e-08,2.5024571268161727e-08,4.089199664765702e-08,7.207377281119523e-08,9.950936957076722e-07,0.9999987599548875,7.649798626484845e-08
-1.1578474064095556e-10,-9.716133111319361e-11,-8.799918171688686e-11,-8.277373259599025e-11,-7.911503432618875e-11,-7.64755505385325e-11,-7.467980389243908e-11,-7.331088557989283e-11,-7.224668906411585e-11,-7.149395471908783e-11,0.41417321984305155
