Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
1.0,1.0,1.0,False
1.0,1.0,1.0,False
1.0,1.0,1.0,False
1.0,1.0,1.0,False
1.0,1.0,1.0,False
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
1.0,1.0,1.0,True
0.9696969696969697,0.9696969696969697,0.9696969696969697,False
0.9696969696969697,0.9696969696969697,0.9696969696969697,False
0.9696969696969697,0.9696969696969697,0.9696969696969697,True
0.9696969696969697,0.9696969696969697,0.9696969696969697,True
0.9696969696969697,0.9696969696969697,0.9696969696969697,True
0.9696969696969697,0.9696969696969697,0.9696969696969697,True
0.9696969696969697,0.9696969696969697,0.9696969696969697,True
0.9696969696969697,0.9696969696969697,0.9696969696969697,True
0.9696969696969697,0.9696969696969697,0.9696969696969697,True
