Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
1.0,-0.43524176,-0.43524176,True
1.0,-0.42258972,-0.42258972,True
1.0,-0.41500592,-0.41500592,True
0.967741935483871,-0.40678608,-0.40678608,True
1.0,-0.40583962,-0.40583962,True
1.0,-0.40409112,-0.40409112,True
1.0,-0.3983131,-0.3983131,True
1.0,-0.38718864,-0.38718864,True
1.0,-0.37856758,-0.37856758,True
1.0,-0.3772971,-0.3772971,False
0.967741935483871,-0.35966808,-0.35966808,True
1.0,-0.35264778,-0.35264778,False
1.0,-0.35008866,-0.35008866,True
1.0,-0.3454766,-0.3454766,True
1.0,-0.3453566,-0.3453566,True
1.0,-0.33921206,-0.33921206,True
1.0,-0.33753702,-0.33753702,True
1.0,-0.32911426,-0.32911426,True
1.0,-0.3264601,-0.3264601,True
1.0,-0.32121107,-0.32121107,False
1.0,-0.31103778,-0.31103778,False
1.0,-0.3089881,-0.3089881,True
1.0,-0.30540365,-0.30540365,True
1.0,-0.3009175,-0.3009175,True
0.967741935483871,-0.2898878,-0.2898878,True
1.0,-0.287764,-0.287764,False
1.0,-0.2875208,-0.2875208,True
1.0,-0.24216005,-0.24216005,True
1.0,-0.24206965,-0.24206965,False
1.0,-0.20351654,-0.20351654,True
