0,27229
1,322
2,18060
3,13752
4,75165
5,41672
6,21972
7,344
8,26311
9,27356
10,42163
11,61342
12,40991
13,20905
14,57948
15,5405
16,11666
17,268
18,19166
19,25877
20,7916
21,13446
22,57662
23,6133
24,724
25,16376
26,1011
27,10876
28,2426
29,61470
30,16310
31,20372
32,6821
33,45454
34,20136
35,31654
36,47141
37,50921
38,5191
39,13752
40,1967
41,67534
42,18095
43,4678
44,15
45,16627
46,18686
47,59076
48,47305
49,500
50,38642
51,72924
52,70777
53,60909
54,15895
55,14227
56,18026
57,19805
58,67659
59,75165
60,5834
61,19163
62,57662
63,18696
64,2685
65,5979
66,39132
67,18101
68,24569
69,19636
70,6133
71,56262
72,15130
73,45
74,67892
75,47126
76,15895
77,56933
78,73452
79,13446
80,13730
81,29110
82,52927
83,70003
84,1929
85,555
86,41703
87,9764
88,3884
89,51885
90,17970
91,615
92,35300
93,4462
94,1071
95,9245
96,27698
97,30316
98,33713
99,500
100,37104
101,3147
102,7916
103,18095
104,14905
105,1071
106,4590
107,70809
108,22200
109,48514
110,27768
111,11492
112,1071
113,5834
114,17139
115,37150
116,1071
117,322
118,2944
119,58502
120,27355
121,24569
122,17605
123,47044
124,5102
125,42163
126,61470
127,1051
128,18198
129,503
130,59076
131,70003
132,183
133,26311
134,17395
135,37992
136,4678
137,14905
138,26801
139,554
140,18700
141,55718
142,28843
143,9013
144,70
145,1071
146,36454
147,4459
148,555
149,40853
150,70777
151,15895
152,14364
153,37548
154,4678
155,45
156,55731
157,8133
158,29341
159,12859
160,2027
161,26051
162,18095
163,41672
164,52791
165,1967
166,19805
167,2426
168,18288
169,57930
170,25932
171,37280
172,2170
173,37522
174,53669
175,19636
176,2352
177,37635
178,65150
179,1071
180,17395
181,23227
182,53264
183,555
184,48078
185,36487
186,1071
187,58298
188,27698
189,19979
190,14227
191,7834
192,17743
193,46999
194,19446
195,1071
196,26927
197,5959
198,38676
199,5834
200,3789
201,16627
202,37915
203,70777
204,37104
205,47263
206,47887
207,23482
208,36663
209,6507
210,626
211,5815
212,989
213,55349
214,26311
215,1011
216,47185
217,4628
218,48478
219,58615
220,65269
221,12859
222,13074
223,62003
224,19370
225,1929
226,25932
227,362
228,67659
229,1417
230,37081
231,62976
232,1967
233,31997
234,47278
235,1700
236,4040
237,62976
238,20372
239,15445
240,5979
241,1071
242,55349
243,18026
244,1071
245,25633
246,26311
247,12602
248,18059
249,53042
250,55562
251,39712
252,3176
253,4187
254,15023
255,4041
256,31654
257,33647
258,1444
259,19524
260,2685
261,59409
262,19368
263,53669
264,29294
265,13074
266,58900
267,5565
268,67750
269,57948
270,503
271,29341
272,50362
273,26340
274,19764
275,22174
276,30189
277,14905
278,14107
279,26776
280,59738
281,4678
282,28185
283,41499
284,52791
285,7916
286,11065
287,6821
288,17932
289,6405
290,67985
291,59231
292,9013
293,1071
294,20865
295,37085
296,555
297,20221
298,16100
299,2388
300,12287
301,33647
302,4628
303,6821
304,1929
305,58172
306,17876
307,48884
308,22472
309,48030
310,15445
311,48412
312,15130
313,6405
314,1929
315,16937
316,230
317,26927
318,29327
319,1071
320,1071
321,15895
322,38180
323,38676
324,41323
325,33486
326,30152
327,1587
328,33581
329,25968
330,17396
331,1929
332,26100
333,52791
334,5191
335,20664
336,6821
337,47319
338,19962
339,37522
340,25846
341,4838
342,1071
343,21972
344,1929
345,18059
346,69534
347,20221
348,1929
349,28794
350,1483
351,24569
352,25846
353,21435
354,19764
355,19446
356,26311
357,8817
358,19764
359,1804
360,1526
361,12859
362,19370
363,6405
364,56262
365,1051
366,72602
367,59021
368,18060
369,69468
370,48412
371,19477
372,26051
373,6821
374,39615
375,68058
376,18281
377,57953
378,5190
379,18185
380,18629
381,27232
382,61251
383,1071
384,27232
385,3884
386,47056
387,13692
388,17395
389,50057
390,9000
391,8133
392,1929
393,9246
394,4356
395,2339
396,1346
397,9934
398,29253
399,20664
400,17925
401,1133
402,39625
403,3073
404,26776
405,3176
406,4040
407,46999
408,12560
409,29441
410,51914
411,16729
412,12859
413,19962
414,4657
415,37915
416,25846
417,59217
418,19052
419,39625
420,13752
421,1929
422,230
423,56262
424,57930
425,26852
426,58068
427,37915
428,17605
429,70809
430,17920
431,47263
432,19524
433,32086
434,73686
435,17876
436,70
437,2685
438,27229
439,50456
440,59076
441,6491
442,2179
443,27374
444,15130
445,1071
446,70777
447,7144
448,1929
449,42096
450,18406
451,17925
452,39209
453,18439
454,362
455,17894
456,1071
457,47278
458,9000
459,37081
460,6821
461,1417
462,7299
463,4628
464,27134
465,37081
466,555
467,1669
468,1862
469,39956
470,38676
471,1444
472,75165
473,20905
474,17605
475,30152
476,30482
477,39209
478,46951
479,7299
480,2215
481,57477
482,68284
483,2170
484,59076
485,1071
486,362
487,2746
488,6364
489,12602
490,33264
491,14894
492,26776
493,59231
494,626
495,27196
496,1929
497,47166
498,1071
499,1071
500,17414
501,55139
502,984
503,18942
504,52714
505,46718
506,67892
507,37915
508,16376
509,19979
510,31778
511,5342
512,37635
513,61470
514,362
515,40973
516,18686
517,45
518,59217
519,17414
520,36487
521,70772
522,19370
523,18185
524,20438
525,20372
526,17932
527,17743
528,57930
529,1483
530,1071
531,1669
532,70186
533,46718
534,7062
535,18291
536,25514
537,26334
538,5565
539,8335
540,52313
541,58064
542,55731
543,30226
544,6599
545,27111
546,75
547,52890
548,18659
549,14364
550,19783
551,17779
552,42096
553,59231
554,71315
555,48620
556,29341
557,48514
558,1833
559,57998
560,27405
561,40001
562,26801
563,58051
564,27229
565,6821
566,54981
567,3176
568,18040
569,13752
570,55562
571,39615
572,27768
573,18696
574,13752
575,12287
576,46718
577,5102
578,13730
579,1444
580,41202
581,555
582,19764
583,1071
584,322
585,1967
586,1929
587,19446
588,5979
589,19524
590,19646
591,70673
592,1967
593,6491
594,19163
595,65150
596,39212
597,7916
598,15377
599,12370
600,2685
601,1071
602,66302
603,30152
604,57662
605,16376
606,16729
607,30226
608,7671
609,20372
610,8817
611,46562
612,1071
613,26376
614,4628
615,16392
616,13752
617,55736
618,52714
619,16376
620,51159
621,25968
622,1929
623,46718
624,59076
625,20664
626,17920
627,47141
628,58654
629,39712
630,8810
631,58172
632,20446
633,23482
634,322
635,61342
636,29327
637,58172
638,58298
639,4628
640,7299
641,51441
642,35033
643,26051
644,21260
645,46562
646,1071
647,39212
648,1193
649,30417
650,47242
651,11648
652,27698
653,15
654,27572
655,34074
656,6364
657,6599
658,32086
659,70003
660,46391
661,29435
662,1071
663,61470
664,19394
665,7144
666,39712
667,41323
668,36962
669,61251
670,61151
671,27858
672,7834
673,48412
674,17920
675,22181
676,59563
677,47000
678,18479
679,5102
680,2215
681,48078
682,36183
683,27356
684,9003
685,28794
686,41703
687,1333
688,30365
689,58051
690,38037
691,1526
692,36831
693,555
694,4459
695,58787
696,30316
697,61470
698,16153
699,18095
700,1071
701,26776
702,721
703,17192
704,48651
705,1834
706,35300
707,58615
708,21260
709,42454
710,3065
711,4459
712,2035
713,53226
714,4041
715,1929
716,14364
717,555
718,62346
719,60253
720,70673
721,15300
722,17828
723,68284
724,3176
725,19394
726,49321
727,6821
728,40001
729,26137
730,39956
731,55690
732,16280
733,20438
734,9934
735,18439
736,27355
737,40853
738,49993
739,17414
740,555
741,1587
742,62346
743,5102
744,14227
745,11065
746,13074
747,18288
748,15358
749,39209
750,4043
751,1929
752,989
753,36183
754,50057
755,62803
756,4040
757,46718
758,1071
759,48651
760,30152
761,45401
762,39712
763,18095
764,8804
765,822
766,36454
767,25620
768,28843
769,15
770,555
771,17743
772,47897
773,14227
774,17395
775,23227
776,42096
777,14107
778,37018
779,21260
780,26334
781,30189
782,5565
783,37280
784,20438
785,58502
786,59231
787,17479
788,2179
789,31997
790,2215
791,55184
792,29441
793,4459
794,58900
795,55191
796,61251
797,67892
798,1929
799,1071
800,721
801,24569
802,27572
803,38964
804,14227
805,37548
806,55718
807,29294
808,15606
809,53696
810,48955
811,28794
812,41499
813,16280
814,1929
815,70809
816,39712
817,27232
818,1804
819,29110
820,33581
821,31778
822,14905
823,50057
824,48030
825,6491
826,30331
827,48302
828,67534
829,7834
830,38292
831,15445
832,19764
833,19764
834,59738
835,12560
836,5389
837,27196
838,50650
839,26648
840,10724
841,55139
842,36256
843,57865
844,55814
845,16280
846,1929
847,4356
848,17894
849,1071
850,18492
851,9934
852,73686
853,7671
854,7132
855,26340
856,17479
857,15358
858,19052
859,17139
860,21542
861,17396
862,1617
863,4678
864,1834
865,41703
866,2049
867,48651
868,1417
869,1071
870,5979
871,65150
872,1071
873,7834
874,6821
875,555
876,1071
877,10724
878,18470
879,27858
880,17139
881,47305
882,50057
883,9245
884,9246
885,28565
886,37085
887,8804
888,51914
889,58172
890,16280
891,24545
892,30885
893,7500
894,1700
895,37915
896,48302
897,27232
898,15130
899,26790
900,9013
901,42454
902,38601
903,1444
904,53309
905,25837
906,35033
907,39132
908,19636
909,503
910,61342
911,47672
912,1071
913,1683
914,24569
915,19783
916,36487
917,53042
918,555
919,7299
920,72602
921,1929
922,5190
923,27831
924,47958
925,1444
926,37548
927,27405
928,16153
929,16153
930,7299
931,65150
932,33581
933,13752
934,6405
935,11512
936,555
937,67985
938,17743
939,503
940,17932
941,6133
942,25877
943,37635
944,58615
945,46951
946,2685
947,27374
948,37635
949,14508
950,74431
951,61470
952,26376
953,268
954,14227
955,1025
956,67534
957,62346
958,18288
959,555
960,12084
961,9013
962,18229
963,18060
964,27374
965,9013
966,27831
967,44793
968,25620
969,17920
970,3065
971,39231
972,18059
973,68284
974,6209
975,1071
976,39712
977,342
978,12859
979,3789
980,38180
981,721
982,14508
983,7834
984,18229
985,37018
986,51885
987,37635
988,25877
989,4662
990,52714
991,7144
992,1071
993,10848
994,500
995,47185
996,555
997,39231
998,14121
999,14227
1000,6364
1001,70809
1002,2096
1003,3884
1004,61151
1005,69534
1006,22174
1007,19370
1008,2685
1009,73452
1010,38591
1011,46562
1012,26776
1013,18288
1014,9934
1015,27196
1016,31778
1017,38532
1018,1804
1019,39231
1020,37548
1021,38180
1022,57921
1023,1929
1024,1071
1025,18470
1026,47278
1027,46718
1028,626
1029,59021
1030,8623
1031,53669
1032,26648
1033,8804
1034,342
1035,19603
1036,1071
1037,2685
1038,52927
1039,66302
1040,7132
1041,9003
1042,60909
1043,1700
1044,31207
1045,2746
1046,2388
1047,46391
1048,1669
1049,38676
1050,18700
1051,50921
1052,4590
1053,15358
1054,10848
1055,55690
1056,14227
1057,2944
1058,58900
1059,41323
1060,36835
1061,40991
1062,2992
1063,18288
1064,20221
1065,2339
1066,49922
1067,33722
1068,2746
1069,15897
1070,17932
1071,11590
1072,50057
1073,554
1074,17395
1075,18026
1076,15358
1077,27405
1078,26776
1079,57477
1080,53308
1081,3884
1082,18439
1083,30189
1084,19782
1085,1346
1086,26311
1087,11353
1088,503
1089,9246
1090,16376
1091,23482
1092,219
1093,26376
1094,68284
1095,59563
1096,18281
1097,943
1098,53309
1099,12560
1100,61470
1101,15023
1102,52958
1103,29253
1104,555
1105,2388
1106,56907
1107,55184
1108,28003
1109,7299
1110,21078
1111,5405
1112,9246
1113,1833
1114,10054
1115,31654
1116,1071
1117,59409
1118,48862
1119,11648
1120,1071
1121,12859
1122,42454
1123,4040
1124,29341
1125,11914
1126,33264
1127,39956
1128,10590
1129,37522
1130,35135
1131,6491
1132,47672
1133,19370
1134,42454
1135,15895
1136,1929
1137,61470
1138,7834
1139,29294
1140,14227
1141,5834
1142,1929
1143,16644
1144,1071
1145,16310
1146,35135
1147,58731
1148,53308
1149,12859
1150,19764
1151,14255
1152,55349
1153,18229
1154,14227
1155,3073
1156,61470
1157,37548
1158,6599
1159,20807
1160,3852
1161,1929
1162,5834
1163,1051
1164,61342
1165,75
1166,1071
1167,18406
1168,27687
1169,1929
1170,68058
1171,36831
1172,22472
1173,1071
1174,29341
1175,8133
1176,626
1177,58068
1178,12602
1179,66472
1180,39712
1181,8016
1182,19394
1183,26781
1184,26776
1185,183
1186,16153
1187,37280
1188,59231
1189,18026
1190,36727
1191,19636
1192,35300
1193,31997
1194,33581
1195,554
1196,7916
1197,10848
1198,555
1199,12622
1200,18229
1201,16310
1202,183
1203,61362
1204,38292
1205,15023
1206,10724
1207,52714
1208,50050
1209,71669
1210,16627
1211,2035
1212,26051
1213,17395
1214,47672
1215,17395
1216,13752
1217,1071
1218,18026
1219,55814
1220,1071
1221,27831
1222,17920
1223,31997
1224,37635
1225,16729
1226,26334
1227,2179
1228,55814
1229,2179
1230,13752
1231,1071
1232,7144
1233,1700
1234,822
1235,37085
1236,61470
1237,27355
1238,1071
1239,8133
1240,19783
1241,70
1242,26051
1243,14107
1244,49922
1245,11492
1246,28843
1247,26311
1248,42163
1249,943
1250,2426
1251,50921
1252,19477
1253,225
1254,30189
1255,29500
1256,1526
1257,18229
1258,37817
1259,2388
