0,95
1,63397
2,95
3,95
4,57078
5,95
6,8338
7,95
8,95
9,95
10,95
11,95
12,13170
13,95
14,95
15,95
16,95
17,95
18,95
19,95
20,31512
21,31032
22,95
23,95
24,95
25,95
26,95
27,95
28,95
29,95
30,7856
31,95
32,95
33,95
34,17329
35,95
36,95
37,95
38,95
39,95
40,27042
41,95
42,4065
43,95
44,95
45,123512
46,95
47,95
48,95
49,95
50,95
51,3994
52,95
53,95
54,95
55,95
56,95
57,95
58,95
59,95
60,48136
61,95
62,95
63,95
64,95
65,89881
66,95
67,95
68,37475
69,10454
70,95
71,95
72,95
73,95
74,95
75,63397
76,95
77,63397
78,95
79,95
80,95
81,95
82,4065
83,95
84,95
85,95
86,31032
87,12120
88,95
89,95
90,95
91,95
92,59483
93,95
94,95
95,21237
96,31032
97,16738
98,95
99,95
100,95
101,95
102,95
103,95
104,95
105,95
106,31032
107,95
108,45776
109,95
110,15838
111,93003
112,22793
113,95
114,1148
115,95
116,95
117,95
118,95
119,3994
120,34981
121,73984
122,95
123,95
124,95
125,95
126,95
127,95
128,95
129,95
130,95
131,63397
132,70932
133,95
134,95
135,95
136,95
137,95
138,95
139,95
140,95
141,95
142,95
143,95
144,95
145,55044
146,95
147,21237
148,88610
149,5098
150,95
151,95
152,95
153,14923
154,46304
155,53328
156,95
157,95
158,95
159,95
160,12885
161,42554
162,95
163,95
164,31032
165,95
166,18112
167,95
168,95
169,95
170,95
171,95
172,95
173,95
174,95
175,95
176,93461
177,95
178,95
179,37475
180,95
181,31512
182,95
183,95
184,95
185,95
186,95
187,95
188,10454
189,95
190,18060
191,95
192,3778
193,95
194,95
195,95
196,95
197,95
198,95
199,95
200,95
201,95
202,75143
203,95
204,29894
205,95
206,95
207,95
208,12120
209,95
210,95
211,91215
212,95
213,95
214,95
215,95
216,95
217,73450
218,95
219,95
220,95
221,95
222,70932
223,7363
224,95
225,95
226,95
227,7889
228,95
229,95
230,95
231,95
232,95
233,95
234,95
235,95
236,95
237,95
238,95
239,95
240,95
241,95
242,95
243,95
244,95
245,95
246,95
247,95
248,95
249,95
250,95
251,95
252,95
253,93106
254,95
255,95
256,95
257,95
258,95
259,126740
260,95
261,95
262,98863
263,7856
264,95
265,95
266,95
267,95
268,95
269,37260
270,95
271,95
272,95
273,95
274,95
275,95
276,95
277,95
278,95
279,95
280,95
281,95
282,7889
283,4000
284,89010
285,95
286,95
287,657
288,95
289,59483
290,95
291,95
292,95
293,95
294,95
295,95
296,95
297,95
298,95
299,114159
300,10454
301,95
302,95
303,95
304,20970
305,612
306,95
307,95
308,95
309,22965
310,3994
311,95
312,52620
313,95
314,95
315,95
316,95
317,95
318,95
319,95
320,95
321,95
322,95
323,95
324,95
325,95
326,59483
327,95
328,95
329,95
330,95
331,29894
332,95
333,95
334,95
335,95
336,95
337,95
338,95
339,95
340,89881
341,31512
342,95
343,95
344,95
345,15572
346,95
347,5098
348,7889
349,95
350,95
351,95
352,38093
353,95
354,95
355,95
356,31385
357,21982
358,5191
359,21982
360,95
361,95
362,95
363,95
364,38103
365,8084
366,95
367,95
368,95
369,95
370,95
371,95
372,95
373,95
374,95
375,95
376,95
377,93003
378,10454
379,95
380,95
381,95
382,95
383,95
384,95
385,95
386,95
387,95
388,95
389,95
390,95
391,12885
392,95
393,95
394,95
395,95
396,52620
397,95
398,95
399,95
400,95
401,95
402,50315
403,95
404,95
405,95
406,95
407,95
408,95
409,95
410,3778
411,95
412,21200
413,95
414,95
415,95
416,95
417,95
418,95
419,95
420,95
