Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.21398339,0.21398339,False
0.0,0.12779199,0.12779199,True
0.0,0.07372459,0.07372459,True
0.0,0.07184243,0.07184243,False
0.0,-0.2103874,-0.2103874,True
0.0,-0.1559834,-0.1559834,True
1.0,-0.15252285,-0.15252285,False
0.0,-0.14337589,-0.14337589,True
0.0,-0.1318752,-0.1318752,False
1.0,-0.084164664,-0.084164664,False
0.0,-0.07091847,-0.07091847,True
0.0,-0.055528536,-0.055528536,True
0.0,-0.041177318,-0.041177318,False
0.0,-0.040730312,-0.040730312,True
