Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.12478389,0.12478389,True
0.0,0.095086575,0.095086575,False
1.0,-0.2086355,-0.2086355,False
0.0,-0.18790554,-0.18790554,False
0.0,-0.13292764,-0.13292764,True
0.0,-0.13054316,-0.13054316,True
0.0,-0.12847023,-0.12847023,True
0.0,-0.12726207,-0.12726207,False
0.0,-0.12128173,-0.12128173,True
0.0,-0.11119233,-0.11119233,True
1.0,-0.10896616,-0.10896616,True
0.0,-0.10540436,-0.10540436,True
0.0,-0.09693025,-0.09693025,True
0.0,-0.08988352,-0.08988352,True
0.0,-0.07279949,-0.07279949,True
0.0,-0.07176678,-0.07176678,True
0.0,-0.056584135,-0.056584135,True
0.0,-0.03609179,-0.03609179,True
1.0,-0.0026740283,-0.0026740283,False
