Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.11440026,0.11440026,True
0.0,0.073116615,0.073116615,False
0.0,0.07222011,0.07222011,False
0.0,0.05224324,0.05224324,False
0.0,0.04426992,0.04426992,True
0.0,0.0375209,0.0375209,True
0.0,0.029432118,0.029432118,False
0.0,0.024922192,0.024922192,True
0.0,0.011642501,0.011642501,False
1.0,0.0029222518,0.0029222518,True
0.0,-0.20607348,-0.20607348,False
0.0,-0.18815015,-0.18815015,True
1.0,-0.17856814,-0.17856814,False
0.0,-0.16451605,-0.16451605,True
0.0,-0.15203111,-0.15203111,False
0.0,-0.15160398,-0.15160398,False
0.0,-0.1374306,-0.1374306,True
0.0,-0.11703928,-0.11703928,False
1.0,-0.111668184,-0.111668184,True
0.0,-0.10403992,-0.10403992,True
1.0,-0.094366804,-0.094366804,True
0.0,-0.08337028,-0.08337028,True
0.0,-0.08257274,-0.08257274,True
0.0,-0.07988845,-0.07988845,False
0.0,-0.07952531,-0.07952531,False
0.0,-0.055099085,-0.055099085,False
1.0,-0.054312274,-0.054312274,True
0.0,-0.046002448,-0.046002448,False
0.0,-0.023388281,-0.023388281,False
0.0,-0.011430696,-0.011430696,True
