Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.2053912,0.2053912,False
0.0,0.07265813,0.07265813,False
0.0,0.032259405,0.032259405,True
0.0,0.024216264,0.024216264,False
0.0,0.013481289,0.013481289,True
0.0,0.0016592294,0.0016592294,True
0.0,0.0014789551,0.0014789551,True
1.0,-0.30725044,-0.30725044,False
0.0,-0.27560443,-0.27560443,True
0.0,-0.24266009,-0.24266009,False
1.0,-0.23696734,-0.23696734,True
0.0,-0.2026835,-0.2026835,True
0.0,-0.19286682,-0.19286682,True
0.0,-0.18427993,-0.18427993,False
0.0,-0.18131997,-0.18131997,True
0.0,-0.1795642,-0.1795642,True
0.0,-0.17048065,-0.17048065,False
0.0,-0.16679029,-0.16679029,True
0.0,-0.16627942,-0.16627942,True
0.0,-0.16453026,-0.16453026,False
0.0,-0.16021724,-0.16021724,False
1.0,-0.15376161,-0.15376161,True
0.0,-0.15311013,-0.15311013,True
0.0,-0.14950557,-0.14950557,True
0.0,-0.14895006,-0.14895006,True
1.0,-0.14809115,-0.14809115,False
0.0,-0.14789613,-0.14789613,False
0.0,-0.14517556,-0.14517556,True
0.0,-0.14301582,-0.14301582,True
0.0,-0.13980128,-0.13980128,True
0.0,-0.13814332,-0.13814332,False
0.0,-0.13716812,-0.13716812,True
0.0,-0.13574307,-0.13574307,True
0.0,-0.13101791,-0.13101791,True
0.0,-0.13067074,-0.13067074,True
0.0,-0.12982,-0.12982,True
0.0,-0.12961467,-0.12961467,True
0.0,-0.12066214,-0.12066214,False
0.0,-0.119996056,-0.119996056,True
0.0,-0.11982955,-0.11982955,True
0.0,-0.11040582,-0.11040582,True
0.0,-0.10998376,-0.10998376,True
0.0,-0.10849811,-0.10849811,True
0.0,-0.105207995,-0.105207995,True
0.0,-0.10222764,-0.10222764,True
0.0,-0.10048057,-0.10048057,True
0.0,-0.09962286,-0.09962286,False
0.0,-0.098527506,-0.098527506,True
0.0,-0.097987756,-0.097987756,True
0.0,-0.08899011,-0.08899011,True
0.0,-0.073059574,-0.073059574,True
1.0,-0.07298747,-0.07298747,True
0.0,-0.06271581,-0.06271581,True
0.0,-0.06237401,-0.06237401,False
0.0,-0.05619183,-0.05619183,True
0.0,-0.048782244,-0.048782244,True
0.0,-0.047502175,-0.047502175,True
0.0,-0.034859106,-0.034859106,False
1.0,-0.011237532,-0.011237532,False
