Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.1413009,0.1413009,True
0.0,0.08738273,0.08738273,False
0.0,0.08011876,0.08011876,True
0.0,0.06288975,0.06288975,False
0.0,0.06272311,0.06272311,False
0.0,0.05053696,0.05053696,False
0.0,0.03942226,0.03942226,False
0.0,0.03601986,0.03601986,False
0.0,0.02797532,0.02797532,False
0.0,0.0044311136,0.0044311136,False
0.0,-0.46067017,-0.46067017,True
0.0,-0.40785247,-0.40785247,False
1.0,-0.3838969,-0.3838969,False
0.0,-0.35188287,-0.35188287,False
0.0,-0.35120815,-0.35120815,False
0.0,-0.34369463,-0.34369463,False
0.0,-0.3220864,-0.3220864,False
0.0,-0.26942897,-0.26942897,False
1.0,-0.2518562,-0.2518562,True
0.0,-0.25005102,-0.25005102,True
0.0,-0.24607675,-0.24607675,False
0.0,-0.24546905,-0.24546905,False
1.0,-0.21509926,-0.21509926,True
0.0,-0.20092304,-0.20092304,False
0.0,-0.17287536,-0.17287536,False
0.0,-0.1333958,-0.1333958,False
1.0,-0.12044214,-0.12044214,False
0.0,-0.11497517,-0.11497517,False
0.0,-0.11053954,-0.11053954,True
0.0,-0.10641755,-0.10641755,True
0.0,-0.09469937,-0.09469937,False
0.0,-0.07531859,-0.07531859,False
0.0,-0.07339616,-0.07339616,False
0.0,-0.07205424,-0.07205424,False
0.0,-0.04524088,-0.04524088,False
0.0,-0.03479655,-0.03479655,False
0.0,-0.023695216,-0.023695216,False
0.0,-0.022957936,-0.022957936,False
0.0,-0.020289555,-0.020289555,True
0.0,-0.010149017,-0.010149017,True
