Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.27879563,0.27879563,False
1.0,0.1867802,0.1867802,True
0.0,0.1300166,0.1300166,False
1.0,0.12700647,0.12700647,False
0.0,0.11231567,0.11231567,True
0.0,0.10438727,0.10438727,False
0.0,0.08355898,0.08355898,False
0.0,0.036647364,0.036647364,False
0.0,0.028922811,0.028922811,False
0.0,0.00020083785,0.00020083785,True
0.0,-0.31015468,-0.31015468,False
0.0,-0.30034953,-0.30034953,False
0.0,-0.25623935,-0.25623935,True
0.0,-0.19027667,-0.19027667,False
0.0,-0.18101837,-0.18101837,False
0.0,-0.1774609,-0.1774609,True
0.0,-0.17260282,-0.17260282,True
0.0,-0.17090012,-0.17090012,True
0.0,-0.14109994,-0.14109994,False
1.0,-0.12501378,-0.12501378,False
0.0,-0.12364967,-0.12364967,False
0.0,-0.10255985,-0.10255985,True
0.0,-0.0963714,-0.0963714,False
0.0,-0.07268472,-0.07268472,False
1.0,-0.070921674,-0.070921674,False
0.0,-0.06928867,-0.06928867,True
0.0,-0.05196248,-0.05196248,True
0.0,-0.03776008,-0.03776008,False
1.0,-0.03776002,-0.03776002,False
