Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.03712885,0.03712885,True
0.0,0.0066135377,0.0066135377,True
0.0,-0.0020011663,-0.0020011663,True
0.0,-0.0057192147,-0.0057192147,True
0.0,-0.0074940324,-0.0074940324,False
1.0,-0.012286052,-0.012286052,True
0.0,-0.03606902,-0.03606902,True
0.0,-0.03615789,-0.03615789,True
0.0,-0.03840603,-0.03840603,True
0.0,-0.073519126,-0.073519126,False
0.0,-0.038726315,-0.038726315,False
0.0,-0.07357405,-0.07357405,True
0.0,-0.08395605,-0.08395605,True
0.0,-0.08984245,-0.08984245,True
0.0,-0.1053067,-0.1053067,False
0.0,-0.11048673,-0.11048673,False
0.0,-0.112215176,-0.112215176,True
0.0,-0.11786495,-0.11786495,True
1.0,-0.14181654,-0.14181654,True
0.0,-0.21939607,-0.21939607,False
