Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.119156405,0.119156405,True
0.0,0.10150887,0.10150887,True
0.0,0.0937141,0.0937141,True
0.0,0.05663003,0.05663003,False
0.0,0.051379725,0.051379725,True
0.0,0.039448008,0.039448008,True
0.0,0.011818022,0.011818022,False
0.0,0.011670396,0.011670396,False
0.0,0.0042264014,0.0042264014,False
0.0,0.0023563653,0.0023563653,True
0.0,0.006964192,0.006964192,False
0.0,-0.0027629286,-0.0027629286,False
0.0,-0.0045319647,-0.0045319647,False
0.0,-0.004567012,-0.004567012,True
0.0,-0.006706387,-0.006706387,False
0.0,-0.015012905,-0.015012905,False
0.0,-0.015642688,-0.015642688,True
1.0,-0.024399474,-0.024399474,True
0.0,-0.03532833,-0.03532833,False
0.0,-0.038138986,-0.038138986,False
0.0,-0.043921933,-0.043921933,False
0.0,-0.05571565,-0.05571565,False
0.0,-0.057047293,-0.057047293,False
1.0,-0.06023781,-0.06023781,False
0.0,-0.06158729,-0.06158729,False
0.0,-0.06746507,-0.06746507,True
0.0,-0.06967452,-0.06967452,False
0.0,-0.07095237,-0.07095237,True
0.0,-0.07594204,-0.07594204,False
0.0,-0.08032502,-0.08032502,False
0.0,-0.08185662,-0.08185662,True
0.0,-0.08582844,-0.08582844,False
0.0,-0.08972897,-0.08972897,True
0.0,-0.09023936,-0.09023936,False
0.0,-0.10495944,-0.10495944,True
0.0,-0.119510785,-0.119510785,True
0.0,-0.12184282,-0.12184282,True
0.0,-0.1229337,-0.1229337,False
0.0,-0.12576829,-0.12576829,False
0.0,-0.12703528,-0.12703528,False
