Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.2809415,0.2809415,False
0.0,0.09203775,0.09203775,False
0.0,0.06169772,0.06169772,False
0.0,-0.0029261857,-0.0029261857,True
1.0,-0.026781574,-0.026781574,False
0.0,-0.05228311,-0.05228311,False
0.0,-0.05368541,-0.05368541,False
0.0,-0.06959893,-0.06959893,False
0.0,-0.07276423,-0.07276423,True
0.0,-0.08860813,-0.08860813,False
0.0,-0.10578896,-0.10578896,False
0.0,-0.11049874,-0.11049874,False
1.0,-0.11282782,-0.11282782,False
0.0,-0.12677605,-0.12677605,True
0.0,-0.14678927,-0.14678927,False
0.0,-0.1566815,-0.1566815,True
0.0,-0.15924676,-0.15924676,False
0.0,-0.17018558,-0.17018558,False
0.0,-0.18464898,-0.18464898,False
0.0,-0.18750407,-0.18750407,False
0.0,-0.19348623,-0.19348623,False
0.0,-0.20092101,-0.20092101,False
0.0,-0.20361741,-0.20361741,True
0.0,-0.20374234,-0.20374234,False
0.0,-0.26561886,-0.26561886,False
0.0,-0.28708225,-0.28708225,False
0.0,-0.42441124,-0.42441124,True
0.0,-0.32089418,-0.32089418,True
0.0,-0.2938007,-0.2938007,True
