Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.09215918,0.09215918,True
0.0,0.08626638,0.08626638,True
0.0,0.07627171,0.07627171,True
0.0,0.047092758,0.047092758,True
0.0,0.025529593,0.025529593,True
0.0,0.022468746,0.022468746,True
0.0,0.0033332855,0.0033332855,True
1.0,-0.0022691041,-0.0022691041,True
0.0,-0.010830656,-0.010830656,True
0.0,-0.051468536,-0.051468536,True
0.0,0.118404984,0.118404984,True
0.0,0.10859582,0.10859582,True
0.0,0.027952999,0.027952999,True
1.0,-0.053020895,-0.053020895,True
0.0,-0.07768878,-0.07768878,True
0.0,-0.07854207,-0.07854207,True
0.0,-0.08248131,-0.08248131,True
0.0,-0.08569451,-0.08569451,True
0.0,-0.09235065,-0.09235065,True
0.0,-0.10903157,-0.10903157,True
0.0,-0.11840643,-0.11840643,True
0.0,-0.12884454,-0.12884454,True
0.0,-0.13280274,-0.13280274,True
0.0,-0.14768259,-0.14768259,True
1.0,-0.15504338,-0.15504338,True
0.0,-0.17279242,-0.17279242,True
0.0,-0.17671491,-0.17671491,True
0.0,-0.17793424,-0.17793424,False
0.0,-0.21917002,-0.21917002,True
1.0,-0.2811483,-0.2811483,True
