Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,-0.0011054128,-0.0011054128,False
0.0,-0.014556691,-0.014556691,True
0.0,-0.028624013,-0.028624013,True
0.0,-0.041273087,-0.041273087,True
0.0,-0.045436397,-0.045436397,True
0.0,-0.06073068,-0.06073068,True
0.0,-0.06773625,-0.06773625,True
1.0,-0.068339065,-0.068339065,True
1.0,-0.06961572,-0.06961572,False
0.0,-0.073630616,-0.073630616,True
0.0,-0.085773066,-0.085773066,True
1.0,-0.10787071,-0.10787071,False
0.0,-0.11790569,-0.11790569,True
0.0,-0.12129854,-0.12129854,True
0.0,-0.13100643,-0.13100643,True
0.0,-0.14816995,-0.14816995,False
0.0,-0.16857938,-0.16857938,True
0.0,-0.16894065,-0.16894065,True
0.0,-0.3067568,-0.3067568,True
