Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.1102373,0.1102373,True
0.0,0.09574811,0.09574811,False
0.0,0.069798425,0.069798425,True
0.0,0.06280248,0.06280248,False
0.0,0.054849677,0.054849677,False
0.0,0.039651126,0.039651126,False
1.0,0.016924366,0.016924366,False
0.0,0.001316756,0.001316756,False
0.0,-0.0038413554,-0.0038413554,False
0.0,-0.040331393,-0.040331393,True
0.0,0.026227131,0.026227131,True
0.0,-0.051496774,-0.051496774,False
0.0,-0.07448344,-0.07448344,False
0.0,-0.07542302,-0.07542302,False
0.0,-0.08712529,-0.08712529,False
0.0,-0.09575154,-0.09575154,True
0.0,-0.21920966,-0.21920966,True
0.0,-0.10318281,-0.10318281,True
1.0,-0.106135026,-0.106135026,False
1.0,-0.10908629,-0.10908629,True
1.0,-0.12692292,-0.12692292,True
0.0,-0.12836455,-0.12836455,False
0.0,-0.13050987,-0.13050987,False
0.0,-0.14194109,-0.14194109,False
0.0,-0.16518418,-0.16518418,True
0.0,-0.17283316,-0.17283316,False
1.0,-0.1877319,-0.1877319,False
0.0,-0.20305242,-0.20305242,False
0.0,-0.21607406,-0.21607406,True
0.0,-0.098025516,-0.098025516,False
