Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.3256367,0.3256367,False
0.0,0.13686717,0.13686717,False
0.0,0.10922779,0.10922779,False
0.0,-0.019228727,-0.019228727,False
1.0,-0.02385673,-0.02385673,True
0.0,-0.050798923,-0.050798923,True
0.0,-0.06789467,-0.06789467,False
0.0,-0.081079885,-0.081079885,False
0.0,-0.12732805,-0.12732805,True
0.0,-0.14484681,-0.14484681,True
0.0,0.41423106,0.41423106,False
1.0,-0.19426765,-0.19426765,False
0.0,-0.23267873,-0.23267873,True
0.0,-0.253474,-0.253474,False
0.0,-0.2731253,-0.2731253,False
0.0,-0.27649903,-0.27649903,False
0.0,-0.29129344,-0.29129344,False
0.0,-0.42381698,-0.42381698,True
0.0,-0.4047941,-0.4047941,True
