Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.4031186,0.4031186,True
1.0,0.25415215,0.25415215,True
1.0,0.20513009,0.20513009,True
1.0,0.07865315,0.07865315,True
1.0,0.052082904,0.052082904,True
0.0,-0.0215116,-0.0215116,True
0.0,-0.10048993,-0.10048993,True
1.0,-0.10501735,-0.10501735,True
1.0,-0.12874572,-0.12874572,True
1.0,-0.14379098,-0.14379098,True
0.0,-0.07945664,-0.07945664,False
1.0,-0.1561826,-0.1561826,True
1.0,-0.17279248,-0.17279248,False
1.0,-0.17777951,-0.17777951,True
0.0,-0.18982457,-0.18982457,False
0.0,-0.21307035,-0.21307035,True
0.0,-0.22724085,-0.22724085,False
0.0,-0.33529586,-0.33529586,True
0.0,-0.40606594,-0.40606594,True
1.0,-0.42719907,-0.42719907,True
