Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,0.23120141,0.23120141,False
0.0,0.1497851,0.1497851,False
0.0,0.10571936,0.10571936,False
0.0,0.08500539,0.08500539,False
0.0,0.049663424,0.049663424,False
0.0,-0.012767941,-0.012767941,False
0.0,-0.02800116,-0.02800116,False
0.0,-0.033008188,-0.033008188,False
0.0,-0.046680957,-0.046680957,False
0.0,-0.07815786,-0.07815786,False
0.0,0.10851404,0.10851404,False
0.0,-0.07795937,-0.07795937,False
0.0,-0.083047494,-0.083047494,False
0.0,-0.102129504,-0.102129504,False
0.0,-0.102409884,-0.102409884,False
1.0,-0.106493935,-0.106493935,False
0.0,-0.13472812,-0.13472812,False
1.0,-0.13999955,-0.13999955,False
0.0,-0.11760171,-0.11760171,True
0.0,-0.1422898,-0.1422898,False
1.0,-0.14415874,-0.14415874,False
0.0,-0.14448448,-0.14448448,False
0.0,-0.1525967,-0.1525967,False
1.0,-0.15481319,-0.15481319,False
0.0,-0.14042653,-0.14042653,True
0.0,-0.14301614,-0.14301614,True
0.0,-0.17335339,-0.17335339,False
0.0,-0.18677531,-0.18677531,False
0.0,-0.29692358,-0.29692358,False
0.0,-0.32288164,-0.32288164,False
