Original_Score,learned_Scores,Ranking_Score_from_Postprocessing,Sensitive_Attribute
0.0,-0.0065766126,-0.0065766126,True
0.0,-0.01833354,-0.01833354,True
0.0,-0.019789219,-0.019789219,True
0.0,-0.040808305,-0.040808305,True
0.0,-0.04801543,-0.04801543,True
0.0,-0.048818573,-0.048818573,True
0.0,-0.056987166,-0.056987166,True
0.0,-0.12827913,-0.12827913,False
0.0,-0.09397225,-0.09397225,True
1.0,-0.11545648,-0.11545648,True
0.0,-0.050045684,-0.050045684,False
0.0,-0.06922825,-0.06922825,True
0.0,-0.13307486,-0.13307486,True
0.0,-0.13820381,-0.13820381,True
0.0,-0.14414148,-0.14414148,True
0.0,-0.13124053,-0.13124053,False
1.0,-0.1458032,-0.1458032,True
0.0,-0.13405062,-0.13405062,False
0.0,-0.1506276,-0.1506276,True
0.0,-0.15238233,-0.15238233,True
0.0,-0.167457,-0.167457,True
0.0,-0.16850795,-0.16850795,True
0.0,-0.16902174,-0.16902174,True
0.0,-0.18778153,-0.18778153,True
1.0,-0.3428983,-0.3428983,True
0.0,-0.20011698,-0.20011698,True
0.0,-0.2307157,-0.2307157,True
0.0,-0.25414705,-0.25414705,True
0.0,-0.32237673,-0.32237673,True
0.0,-0.19146799,-0.19146799,True
